Timestamp,Number of Worms (non-counted),Phosphorous01,Phosphorous02,Nitrogen01,Nitrogen02,Potassium01,Potassium02,Light Intensity,Temp01,Hum01,Heat01,SoilM01,SoilM02,Grams of Compost Harvested,Buzzer (NIL),,
"10 Apr 2024, 2.41 PM",14,165,131,145,141,199,186,NaN,33.3,93,43,1,1,,Off,"186,57","183,86"
"10 Apr 2024, 2.42 PM",14,167,147,182,155,195,142,NaN,33.3,97,43,1,1,,Off,"187,03","189,33"
"10 Apr 2024, 2.43 PM",14,165,190,180,162,198,168,NaN,33.3,95,43,1,1,,Off,"183,74","191,01"
"10 Apr 2024, 2.44 PM",14,165,135,195,152,158,183,NaN,33.3,94,49,1,1,,Off,"184,04","184,06"
"10 Apr 2024, 2.45 PM",14,175,137,176,180,183,185,NaN,33.3,96,43,1,1,,Off,"192,51","186,98"
"10 Apr 2024, 2.46 PM",14,155,162,198,148,195,180,NaN,33.3,97,43,1,1,,Off,"185,75","184,91"
"10 Apr 2024, 2.47 PM",14,153,153,196,172,141,184,NaN,33.3,95,43,1,1,,Off,"184,63","189,94"
"10 Apr 2024, 2.48 PM",14,147,162,143,154,176,159,NaN,33.3,95,43,1,1,,Off,"184,07","188,14"
"10 Apr 2024, 2.49 PM",14,141,184,186,186,161,154,NaN,33.3,93,43,1,1,,Off,"185,85","189,64"
"10 Apr 2024, 2.50 PM",14,159,161,197,188,159,160,NaN,33.3,94,43,1,1,,Off,"183,72","182,99"
"10 Apr 2024, 2.51 PM",14,180,181,184,165,154,168,NaN,33.3,93,43,1,1,,Off,"190,61","192,72"
"10 Apr 2024, 2.52 PM",14,165,183,168,170,146,148,NaN,33.3,94,43,1,1,,Off,"186,44","187,91"
"10 Apr 2024, 2.53 PM",14,172,170,144,177,159,170,NaN,33.3,94,43,1,1,,Off,"184,64","190,76"
"10 Apr 2024, 2.54 PM",14,154,142,140,166,159,144,NaN,33.3,97,43,,,,Off,,
"10 Apr 2024, 2.55 PM",14,165,136,182,188,164,186,NaN,33.3,94,43,,,,Off,pH Rod 1,pH Rod 2
"10 Apr 2024, 2.56 PM",14,138,149,199,193,166,148,NaN,33.3,93,43,,,,Off,mV,mV
"10 Apr 2024, 2.57 PM",14,184,160,181,183,188,163,NaN,33.3,99,43,,,,Off,"187,72","187,36"
"10 Apr 2024, 2.58 PM",14,130,179,172,191,167,140,NaN,33.3,93,43,,,,Off,"185,25","183,10"
"10 Apr 2024, 2.59 PM",14,165,147,190,166,149,151,NaN,33.3,95,43,,,,Off,"188,27","184,61"
"10 Apr 2024, 3.00 PM",14,185,175,174,186,181,162,NaN,33.3,94,43,,,,Off,"189,10","191,49"
"10 Apr 2024, 3.01 PM",14,148,164,196,193,156,167,NaN,33.3,95,43,,,,Off,"191,14","190,06"
"10 Apr 2024, 3.02 PM",14,178,167,145,140,158,197,NaN,33.3,94,43,,,,Off,"186,63","186,04"
"10 Apr 2024, 3.03 PM",14,161,135,178,168,153,184,NaN,33.3,95,43,,,,Off,"188,98","185,66"
"10 Apr 2024, 3.04 PM",14,173,149,193,201,152,163,NaN,33.3,95,43,,,,Off,"191,62","188,78"
"10 Apr 2024, 3.05 PM",14,163,190,186,180,185,167,NaN,33.3,99,43,,,,Off,"190,04","188,00"
"10 Apr 2024, 3.06 PM",14,138,179,180,173,164,201,NaN,33.3,98,43,,,,Off,"187,03","183,31"
"10 Apr 2024, 3.07 PM",14,149,165,193,147,140,193,NaN,33.3,97,43,,,,Off,"185,64","189,04"
"10 Apr 2024, 3.08 PM",14,150,173,147,189,184,199,NaN,33.3,93,43,,,,Off,"191,51","192,79"
"10 Apr 2024, 3.09 PM",14,159,167,150,185,153,198,NaN,33.3,95,43,,,,Off,"186,38","191,12"
"10 Apr 2024, 3.10 PM",14,159,155,172,175,192,153,NaN,33.3,99,43,,,,Off,"187,13","188,59"
"10 Apr 2024, 3.11 PM",14,159,175,188,168,190,156,NaN,33.3,97,43,,,,Off,"185,91","190,96"
"10 Apr 2024, 3.12 PM",14,159,172,183,164,199,149,NaN,33.3,94,43,,,,Off,"185,90","186,65"
"10 Apr 2024, 3.13 PM",14,159,161,144,197,186,186,NaN,33.3,97,43,,,,Off,"187,78","188,31"
"10 Apr 2024, 3.14 PM",14,159,155,151,147,151,183,NaN,33.3,95,43,,,,Off,"188,57","184,59"
"10 Apr 2024, 3.15 PM",14,181,153,151,146,142,174,NaN,33.3,93,43,,,,Off,"183,00","188,67"
"10 Apr 2024, 3.16 PM",14,185,143,200,186,146,160,NaN,33.3,95,43,,,,Off,"186,64","185,46"
"10 Apr 2024, 3.17 PM",14,174,154,144,169,162,168,NaN,33.3,94,43,,,,Off,"188,28","183,85"
"10 Apr 2024, 3.18 PM",14,139,151,166,153,157,191,NaN,33.3,95,43,,,,Off,"189,71","188,20"
"10 Apr 2024, 3.19 PM",14,173,137,200,170,180,163,NaN,33.3,97,43,,,,Off,"186,56","186,09"
"10 Apr 2024, 3.20 PM",14,187,186,147,199,188,152,NaN,33.3,99,43,,,,Off,"190,40","191,67"
"10 Apr 2024, 3.21 PM",14,153,150,163,182,176,177,NaN,33.3,99,43,,,,Off,"186,91","185,54"
"10 Apr 2024, 3.22 PM",14,156,182,148,141,190,157,NaN,33.3,93,43,,,,Off,"188,88","192,51"
"10 Apr 2024, 3.23 PM",14,157,182,193,194,184,188,NaN,33.3,97,43,,,,Off,"188,05","189,89"
"10 Apr 2024, 3.24 PM",14,157,182,192,149,185,200,NaN,33.3,94,43,,,,Off,"186,01","184,90"
"10 Apr 2024, 3.25 PM",14,157,182,189,185,150,190,NaN,33.3,98,43,,,,Off,"191,35","189,94"
"10 Apr 2024, 3.26 PM",14,156,182,164,177,189,178,NaN,33.3,98,43,,,,Off,"187,14","192,21"
"10 Apr 2024, 3.27 PM",14,159,182,193,184,190,175,NaN,33.3,96,43,,,,Off,"189,58","187,55"
"10 Apr 2024, 3.28 PM",14,160,182,174,195,183,149,NaN,33.3,96,43,,,,Off,"183,02","185,26"
"10 Apr 2024, 3.29 PM",14,159,182,144,180,171,147,NaN,31.9,93,43,,,,Off,"186,06","185,32"
"10 Apr 2024, 3.30 PM",14,159,182,164,146,148,193,NaN,31.9,99,43,,,,Off,"186,32","183,13"
"10 Apr 2024, 3.31 PM",14,159,182,144,183,151,170,NaN,31.9,94,43,,,,Off,"190,01","186,32"
"10 Apr 2024, 3.32 PM",14,159,182,181,194,150,199,NaN,31.9,97,43,1,1,,Off,"186,34","188,18"
"10 Apr 2024, 3.33 PM",14,159,182,143,179,168,178,NaN,31.9,97,43,1,1,,Off,"192,34","186,49"
"10 Apr 2024, 3.34 PM",14,159,182,197,169,150,172,NaN,31.9,98,43,1,1,,Off,"186,69","189,73"
"10 Apr 2024, 3.35 PM",14,159,182,199,143,166,156,NaN,31.9,99,43,1,1,,Off,"190,63","185,63"
"10 Apr 2024, 3.36 PM",14,159,182,191,143,169,167,NaN,31.9,94,43,1,1,,Off,"189,12","188,59"
"10 Apr 2024, 3.37 PM",14,159,182,144,145,183,180,NaN,31.9,93,43,1,1,,Off,"183,20","189,82"
"10 Apr 2024, 3.38 PM",14,159,182,166,171,164,151,NaN,31.9,98,43,1,1,,Off,"190,91","191,04"
"10 Apr 2024, 3.39 PM",14,159,182,179,179,181,189,NaN,31.9,99,43,1,1,,Off,"189,51","189,94"
"10 Apr 2024, 3.40 PM",14,159,182,193,180,164,187,NaN,31.9,99,43,1,1,,Off,"185,46","185,16"
"10 Apr 2024, 3.41 PM",14,159,182,177,143,187,144,NaN,31.9,96,43,1,1,,Off,"184,09","186,33"
"10 Apr 2024, 3.42 PM",14,159,182,190,195,162,163,NaN,31.9,99,43,,,,Off,"187,53","189,47"
"10 Apr 2024, 3.43 PM",14,159,182,182,158,160,160,NaN,31.9,97,43,,,,Off,"186,07","190,40"
"10 Apr 2024, 3.44 PM",14,159,182,155,184,155,157,NaN,31.9,97,43,,,,Off,"191,31","190,36"
"10 Apr 2024, 3.45 PM",14,159,182,147,200,147,183,NaN,31.9,93,43,,,,Off,"191,10","183,75"
"10 Apr 2024, 3.46 PM",14,159,182,164,176,164,191,NaN,31.9,97,43,,,,Off,"187,16","189,53"
"10 Apr 2024, 3.47 PM",14,159,182,163,195,140,149,NaN,31.9,93,43,,,,Off,"187,08","187,04"
"10 Apr 2024, 3.48 PM",14,159,182,162,152,185,183,NaN,31.9,97,43,,,,Off,"189,22","186,36"
"10 Apr 2024, 3.49 PM",14,159,182,187,173,172,178,NaN,31.9,93,43,,,,Off,"189,58","187,89"
"10 Apr 2024, 3.50 PM",14,159,182,180,189,159,193,NaN,31.9,99,43,,,,Off,"190,50","190,81"
"10 Apr 2024, 3.51 PM",14,186,182,158,183,197,144,NaN,31.9,94,43,,,,Off,"191,15","192,49"
"10 Apr 2024, 3.52 PM",14,164,182,158,156,186,198,NaN,31.9,97,43,,,,Off,"185,44","184,27"
"10 Apr 2024, 3.53 PM",14,167,182,158,150,154,169,NaN,31.9,97,43,,,,Off,"186,75","192,42"
"10 Apr 2024, 3.54 PM",14,160,182,158,143,180,200,NaN,31.9,99,43,,,,Off,"184,29","191,95"
"10 Apr 2024, 3.55 PM",14,160,182,158,172,165,196,NaN,31.9,98,43,,,,Off,"190,79","190,35"
"10 Apr 2024, 3.56 PM",14,160,182,158,199,189,146,NaN,31.9,94,43,,,,Off,"185,70","183,72"
"10 Apr 2024, 3.57 PM",14,160,182,163,163,177,159,NaN,31.9,96,43,,,,Off,"191,33","184,55"
"10 Apr 2024, 3.58 PM",14,160,182,163,151,161,171,NaN,31.9,93,43,,,,Off,"184,72","186,18"
"10 Apr 2024, 3.59 PM",14,160,182,163,185,191,170,NaN,31.9,96,43,,,,Off,"190,71","186,52"
"10 Apr 2024, 4.00 PM",14,160,181,163,180,173,151,NaN,31.9,99,43,,,,Off,"186,79","189,27"
"10 Apr 2024, 4.01 PM",14,160,182,158,166,165,160,NaN,31.9,97,43,,,,Off,"183,54","191,04"
"10 Apr 2024, 4.02 PM",14,160,181,158,147,197,161,NaN,31.9,99,43,,,,Off,"185,66","192,67"
"10 Apr 2024, 4.03 PM",14,159,182,158,141,147,179,NaN,31.9,93,43,,,,Off,"186,63","184,69"
"10 Apr 2024, 4.04 PM",14,160,182,158,144,200,173,NaN,31.9,97,43,,,,Off,"184,68","191,85"
"10 Apr 2024, 4.05 PM",14,159,182,158,160,197,195,NaN,31.9,98,43,,,,Off,"190,63","187,22"
"10 Apr 2024, 4.06 PM",14,160,182,166,192,173,164,NaN,31.9,98,43,,,,Off,"187,49","186,36"
"10 Apr 2024, 4.07 PM",14,160,182,163,197,188,164,NaN,31.9,94,43,,,,Off,"190,33","189,70"
"10 Apr 2024, 4.08 PM",14,160,182,163,185,168,150,NaN,31.9,94,43,,,,Off,,
"10 Apr 2024, 4.09 PM",14,160,182,163,189,194,150,NaN,31.9,93,43,,,,Off,pH Rod 1,pH Rod 2
"10 Apr 2024, 4.10 PM",14,160,182,163,157,144,185,NaN,31.9,95,43,,,,Off,mV,mV
"10 Apr 2024, 4.11 PM",14,160,181,163,150,193,157,NaN,31.9,93,43,,,,Off,"187,72","187,80"
"10 Apr 2024, 4.12 PM",14,160,182,163,141,193,173,NaN,31.9,96,43,,,,Off,"191,41","192,58"
"10 Apr 2024, 4.13 PM",14,161,182,163,145,182,180,NaN,31.9,96,43,,,,Off,"190,59","183,37"
"10 Apr 2024, 4.14 PM",14,160,182,163,162,171,170,NaN,31.9,96,43,,,,Off,"189,68","192,25"
"10 Apr 2024, 4.15 PM",14,160,182,161,165,201,173,NaN,31.9,96,43,,,,Off,"186,68","191,56"
"10 Apr 2024, 4.16 PM",14,159,182,162,177,153,181,NaN,31.9,98,43,,,,Off,"184,41","187,01"
,,,,,,,,,,,,,,,,"187,41","183,14"
,,,,,,,,,,,,,,,,"187,62","190,28"
,,,,,,,,,,,,,,,,"191,58","187,20"
,,,,,,,,,,,,,,,,"189,04","189,03"
,,,,,,,,,,,,,,,,"183,58","185,37"
,,,,,,,,,,,,,,,,"187,78","190,22"
,,,,,,,,,,,,,,,,"184,67","187,63"
,,,,,,,,,,,,,,,,"188,55","185,52"
,,,,,,,,,,,,,,,,"191,02","185,01"
,,,,,,,,,,,,,,,,"192,64","191,29"
,,,,,,,,,,,,,,,,"185,14","185,90"
,,,,,,,,,,,,,,,,"187,91","189,18"
,,,,,,,,,,,,,,,,"183,92","191,54"
,,,,,,,,,,,,,,,,"187,39","191,16"
,,,,,,,,,,,,,,,,"188,38","188,00"
,,,,,,,,,,,,,,,,"189,86","184,81"
,,,,,,,,,,,,,,,,"186,81","185,64"
,,,,,,,,,,,,,,,,"185,48","190,07"
,,,,,,,,,,,,,,,,"188,62","185,09"
,,,,,,,,,,,,,,,,"184,40","191,46"
,,,,,,,,,,,,,,,,"188,59","191,52"
,,,,,,,,,,,,,,,,"190,83","184,17"
,,,,,,,,,,,,,,,,"183,45","192,09"
,,,,,,,,,,,,,,,,"188,93","190,22"
,,,,,,,,,,,,,,,,"183,65","185,77"
,,,,,,,,,,,,,,,,"185,92","184,73"
,,,,,,,,,,,,,,,,"189,84","191,04"
,,,,,,,,,,,,,,,,"191,37","190,95"
,,,,,,,,,,,,,,,,"191,34","188,84"
,,,,,,,,,,,,,,,,"192,83","192,76"
,,,,,,,,,,,,,,,,"183,12","188,97"
,,,,,,,,,,,,,,,,"189,43","192,45"
,,,,,,,,,,,,,,,,"192,75","183,22"
,,,,,,,,,,,,,,,,"187,92","191,79"
,,,,,,,,,,,,,,,,"186,07","185,25"
,,,,,,,,,,,,,,,,"183,85","183,31"
,,,,,,,,,,,,,,,,"191,33","190,09"
,,,,,,,,,,,,,,,,"191,99","191,98"
,,,,,,,,,,,,,,,,"183,62","188,67"
,,,,,,,,,,,,,,,,"183,37","187,05"
,,,,,,,,,,,,,,,,"188,64","186,79"
,,,,,,,,,,,,,,,,"192,70","192,51"
,,,,,,,,,,,,,,,,"184,77","190,93"
,,,,,,,,,,,,,,,,"189,97","190,24"
,,,,,,,,,,,,,,,,"186,86","188,86"
,,,,,,,,,,,,,,,,"184,61","185,42"
,,,,,,,,,,,,,,,,"184,89","183,07"
,,,,,,,,,,,,,,,,"192,17","192,82"
,,,,,,,,,,,,,,,,"185,37","183,83"
,,,,,,,,,,,,,,,,"183,28","185,72"
,,,,,,,,,,,,,,,,"183,03","190,02"
,,,,,,,,,,,,,,,,"192,42","184,86"
,,,,,,,,,,,,,,,,"184,31","189,10"
,,,,,,,,,,,,,,,,"190,93","189,66"
,,,,,,,,,,,,,,,,"190,49","183,74"
,,,,,,,,,,,,,,,,"183,35","183,37"
,,,,,,,,,,,,,,,,"186,15","191,61"
,,,,,,,,,,,,,,,,"185,80","190,11"
,,,,,,,,,,,,,,,,"184,54","192,67"
,,,,,,,,,,,,,,,,"192,21","184,75"
,,,,,,,,,,,,,,,,"185,00","186,39"
,,,,,,,,,,,,,,,,"187,81","183,60"
,,,,,,,,,,,,,,,,"192,59","188,50"
,,,,,,,,,,,,,,,,"191,56","185,97"
,,,,,,,,,,,,,,,,"184,12","188,32"
"14 Apr 2024, 10.00 AM",,146,169,131,156,169,160,NaN,28.5,0,42,1,1,,Off,"187,72","183,8"
"14 Apr 2024, 10.01 AM",,146,149,131,159,183,184,NaN,27.4,0,42,1,1,,Off,"186,7","190,95"
"14 Apr 2024, 10.02 AM",,146,147,131,159,136,175,NaN,27.4,0,42,1,1,,Off,"190,55","192,65"
"14 Apr 2024, 10.03 AM",,146,130,132,157,145,165,NaN,27.4,0,42,1,1,,Off,"192,13","185,87"
"14 Apr 2024, 10.04 AM",,146,153,132,157,133,138,NaN,29.1,0,42,1,1,,Off,"183,36","183,44"
"14 Apr 2024, 10.05 AM",,146,181,131,157,156,155,NaN,29.1,0,42,1,1,,Off,"190,42","191,02"
"14 Apr 2024, 10.06 AM",,146,132,132,157,171,142,NaN,29.2,0,42,1,1,,Off,"186,7","187,72"
"14 Apr 2024, 10.07 AM",,146,170,132,159,141,148,NaN,33.2,0,42,1,1,,Off,"190,92","192,48"
"14 Apr 2024, 10.08 AM",,146,187,131,159,163,130,NaN,33.1,0,42,1,1,,Off,"184,96","185,38"
"14 Apr 2024, 10.09 AM",,146,147,132,159,130,185,NaN,33.1,0,42,1,1,,Off,"188,87","186,88"
"14 Apr 2024, 10.10 AM",,146,180,132,159,153,142,NaN,33.1,0,42,1,1,,Off,"192,79","183,87"
"14 Apr 2024, 10.11 AM",,146,149,132,159,181,135,NaN,33.1,0,42,1,1,,Off,"187,67","186,47"
"14 Apr 2024, 10.12 AM",,167,147,132,159,188,152,NaN,33.4,0,42,1,1,,Off,"187,58","187,1"
"14 Apr 2024, 10.13 AM",,186,159,131,159,172,164,NaN,33.4,0,42,1,1,,Off,"188,89","191,79"
"14 Apr 2024, 10.14 AM",,156,134,131,159,151,157,NaN,33.2,0,42,1,1,,Off,"189,48","185,28"
"14 Apr 2024, 10.15 AM",,141,131,132,159,145,145,NaN,33.4,0,42,1,1,,Off,"186,73","190,85"
"14 Apr 2024, 10.16 AM",,171,170,132,159,163,169,NaN,33.4,0,42,1,1,,Off,"186,84","185,44"
"14 Apr 2024, 10.17 AM",,143,163,132,159,152,155,NaN,33.4,0,42,1,1,,Off,"186,46","192,57"
"14 Apr 2024, 10.18 AM",,189,148,132,159,160,146,NaN,33.1,0,42,1,1,,Off,"191,9","187,45"
"14 Apr 2024, 10.19 AM",,131,170,131,159,150,185,NaN,33.1,100,42,1,1,,Off,"189,72","192,79"
"14 Apr 2024, 10.20 AM",,148,174,132,159,155,162,NaN,33.1,100,42,1,1,,Off,"187,11","191,08"
"14 Apr 2024, 10.21 AM",,171,131,132,159,162,174,NaN,32.5,100,42,1,1,,Off,"184,19","188,86"
"14 Apr 2024, 10.22 AM",,146,142,132,159,174,174,NaN,33.1,100,42,1,1,,Off,"188,62","187,03"
"14 Apr 2024, 10.23 AM",,172,189,132,160,142,147,NaN,33.1,100,42,1,1,,Off,"188,21","188,84"
"14 Apr 2024, 10.24 AM",,170,134,132,159,142,133,NaN,33.1,100,42,1,1,,Off,"192,01","185,95"
"14 Apr 2024, 10.25 AM",,174,166,134,159,134,187,NaN,33.1,100,42,1,1,,Off,"192,82","188,92"
"14 Apr 2024, 10.26 AM",,172,159,134,159,186,134,NaN,33.1,100,42,1,1,,Off,"188,37","189,15"
"14 Apr 2024, 10.27 AM",,177,147,134,159,184,177,NaN,33.1,100,42,1,1,,Off,"191,98","185,58"
"14 Apr 2024, 10.28 AM",,138,172,132,157,170,179,NaN,33.2,100,42,1,1,,Off,"187,89","190,7"
"14 Apr 2024, 10.29 AM",,147,146,134,159,188,183,NaN,33.1,100,42,1,1,,Off,"191,27","183,67"
"14 Apr 2024, 10.30 AM",,168,174,134,160,179,168,NaN,33.2,100,42,1,1,,Off,"190,48","184,33"
"14 Apr 2024, 10.31 AM",,169,173,134,159,163,147,NaN,33.1,100,42,1,1,,Off,"192,65","188,73"
"14 Apr 2024, 10.32 AM",,143,160,134,157,178,189,NaN,32.5,100,42,1,1,,Off,"191,12","187,99"
"14 Apr 2024, 10.33 AM",,154,156,133,159,167,153,NaN,33.1,100,42,1,1,,Off,"190,49","189,65"
"14 Apr 2024, 10.34 AM",,180,187,133,159,142,135,NaN,33.2,100,42,1,1,,Off,"187,39","189,83"
"14 Apr 2024, 10.35 AM",,132,145,133,159,159,136,NaN,33.2,100,42,1,1,,Off,"189,01","188,24"
"14 Apr 2024, 10.36 AM",,143,190,133,159,175,153,NaN,33.1,100,42,1,1,,Off,"189,55","188,27"
"14 Apr 2024, 10.37 AM",,149,164,133,159,185,184,NaN,32.9,100,42,1,1,,Off,"186,27","185,61"
"14 Apr 2024, 10.38 AM",,177,154,133,160,161,160,NaN,32.9,91,42,1,1,,Off,"191,03","191,69"
"14 Apr 2024, 10.39 AM",,187,150,133,159,149,132,NaN,32.9,91,42,1,1,,Off,"190,67","188,66"
"14 Apr 2024, 10.40 AM",,189,156,133,159,185,132,NaN,32.9,91,42,1,1,,Off,"185,43","185,01"
"14 Apr 2024, 10.41 AM",,136,172,133,159,163,137,NaN,35.6,92,42,1,1,,Off,"185,35","188,95"
"14 Apr 2024, 10.42 AM",,166,181,133,159,160,134,NaN,35.9,93,42,1,1,,Off,"186,04","185,57"
"14 Apr 2024, 10.43 AM",,171,160,133,159,163,150,NaN,35.6,92,42,1,1,,Off,"184,69","185,45"
"14 Apr 2024, 10.44 AM",,162,185,133,159,185,167,NaN,35.9,91,42,1,1,,Off,"183,26","188,39"
"14 Apr 2024, 10.45 AM",,165,161,133,160,145,180,NaN,35.9,93,42,1,1,,Off,"189,47","190,12"
"14 Apr 2024, 10.46 AM",,137,166,133,159,181,138,NaN,35.9,92,42,1,1,,Off,"188,46","186,88"
"14 Apr 2024, 10.47 AM",,154,149,133,159,158,179,NaN,35.4,92,42,1,1,,Off,"188,26","184,13"
"14 Apr 2024, 10.48 AM",,194,194,133,159,194,194,NaN,35.6,91,42,1,1,,Off,"189,62","186,06"
"14 Apr 2024, 10.49 AM",,179,179,133,159,179,179,NaN,35.6,91,42,1,1,,Off,"183,46","189,4"
"14 Apr 2024, 10.50 AM",,184,184,133,159,184,184,NaN,35.9,92,42,1,1,,Off,"187,88","185,34"
"14 Apr 2024, 10.51 AM",,146,146,167,159,146,146,NaN,35.9,93,42,1,1,,Off,"192,17","185,98"
"14 Apr 2024, 10.52 AM",,199,199,167,159,199,199,NaN,35.6,92,42,1,1,,Off,"191,94","183,3"
"14 Apr 2024, 10.53 AM",,141,141,167,159,141,141,NaN,35.9,93,42,1,1,,Off,"192,17","186,75"
"14 Apr 2024, 10.54 AM",,143,143,167,159,143,143,NaN,35.9,91,42,0,0,,On,"191,3","187,92"
"14 Apr 2024, 10.55 AM",,171,188,167,159,148,146,NaN,35.9,93,42,0,0,,On,"186,63","186,79"
"14 Apr 2024, 10.56 AM",,178,187,167,159,186,175,NaN,35.6,91,42,0,0,,On,"183,26","184,57"
"14 Apr 2024, 10.57 AM",,170,184,167,159,151,144,NaN,35.9,93,42,0,0,,On,"186,48","190,2"
"14 Apr 2024, 10.58 AM",,146,132,167,159,165,152,NaN,35.9,92,42,0,0,,On,"191,42","182,94"
"14 Apr 2024, 10.59 AM",,166,150,167,159,160,174,NaN,35.6,93,42,0,0,,On,"183,42","186,54"
"14 Apr 2024, 11.00 AM",,169,181,167,159,171,164,NaN,35.8,93,42,0,0,,On,"185,73","183,85"
"14 Apr 2024, 11.01 AM",,159,153,167,159,177,181,NaN,36,91,42,0,0,,On,"183,45","187,53"
"14 Apr 2024, 11.02 AM",,186,189,167,159,161,183,NaN,35.9,93,42,0,0,,On,"189,37","186,27"
"14 Apr 2024, 11.03 AM",,180,185,167,159,141,175,NaN,35.8,97,42,0,0,,On,"188,17","187,21"
"14 Apr 2024, 11.04 AM",,163,146,167,159,178,162,NaN,35.7,99,42,0,0,,On,"192,25","189,25"
"14 Apr 2024, 11.05 AM",,167,188,167,160,159,169,NaN,35.7,98,42,0,0,,On,"185,48","187,01"
"14 Apr 2024, 11.06 AM",,144,136,167,160,157,175,NaN,35.8,98,42,0,0,,On,"190,57","190,08"
"14 Apr 2024, 11.07 AM",,166,153,167,160,130,132,NaN,35.9,99,42,0,0,,On,"186,67","192,61"
"14 Apr 2024, 11.08 AM",,157,160,167,160,151,140,NaN,35.9,99,42,0,0,,On,"184,36","185,99"
"14 Apr 2024, 11.09 AM",,167,186,167,160,133,184,NaN,36,99,42,0,0,,On,"188,26","189,22"
"14 Apr 2024, 11.10 AM",,151,188,166,159,135,162,NaN,36.1,98,42,0,0,,On,"186,52","183,39"
"14 Apr 2024, 11.11 AM",,162,134,168,159,162,186,NaN,35.7,97,42,0,0,,On,"190,13","188,96"
"14 Apr 2024, 11.12 AM",,181,181,167,159,160,177,NaN,35.7,99,42,0,0,,On,"188,01","188,43"
"14 Apr 2024, 11.13 AM",,167,139,159,159,142,161,NaN,36.1,97,42,0,0,,On,"184,63","187,25"
"14 Apr 2024, 11.14 AM",,155,189,167,159,139,164,NaN,35.9,97,42,0,0,,On,"188,18","192,71"
"14 Apr 2024, 11.15 AM",,160,167,134,159,174,182,NaN,35.9,97,42,0,0,,On,"187,18","186,73"
"14 Apr 2024, 11.16 AM",,190,132,170,159,155,149,NaN,36,98,42,0,0,,On,"185,9","182,96"
"14 Apr 2024, 11.17 AM",,172,140,162,159,155,166,NaN,36.1,99,42,0,0,,On,"191,04","183,99"
"14 Apr 2024, 11.18 AM",,165,149,190,159,146,176,NaN,35.9,98,42,0,0,,On,"188,23","184,15"
"14 Apr 2024, 11.19 AM",,187,190,182,159,133,165,NaN,35.6,99,42,0,0,,On,"189,59","186,21"
"14 Apr 2024, 11.20 AM",,146,179,138,159,150,159,NaN,35.8,98,42,0,0,,On,"189,4","188,86"
"14 Apr 2024, 11.21 AM",,139,152,168,159,179,176,NaN,35.9,97,42,0,0,,On,"189,75","188,16"
"14 Apr 2024, 11.22 AM",,189,153,182,159,144,145,NaN,35.8,97,42,0,0,,On,"186,22","192,31"
"14 Apr 2024, 11.23 AM",,173,185,159,159,145,180,NaN,27.4,98,42,0,0,,On,"183,34","185,57"
"14 Apr 2024, 11.24 AM",,183,176,144,159,183,185,NaN,27.4,99,42,0,0,,On,"188,78","187,53"
"14 Apr 2024, 11.25 AM",,167,134,136,160,175,131,NaN,27.4,97,42,0,0,,On,"188,49","186,35"
"14 Apr 2024, 11.26 AM",,163,174,171,159,146,134,NaN,27.4,98,42,0,0,,On,"188,53","190,66"
"14 Apr 2024, 11.27 AM",,180,179,171,159,135,165,NaN,27.4,99,42,0,0,,On,"186,04","187,24"
"14 Apr 2024, 11.28 AM",,150,133,185,160,177,185,NaN,27.4,99,42,0,0,,On,"190,47","185,54"
"14 Apr 2024, 11.29 AM",,180,157,150,159,187,150,NaN,27.4,99,42,0,0,,On,"188,52","185,97"
"14 Apr 2024, 11.30 AM",,144,135,139,159,135,133,NaN,27.4,99,42,0,0,,On,"188,47","188,97"
"14 Apr 2024, 11.31 AM",,187,187,184,159,152,140,NaN,27.4,99,42,0,0,,On,"187,61","191,86"
"14 Apr 2024, 11.32 AM",,167,185,186,159,157,144,NaN,27.4,99,42,0,0,,On,"189,78","190,84"
"14 Apr 2024, 11.33 AM",,152,162,153,159,161,142,NaN,27.4,99,42,0,0,,On,"191,21","187,74"
"14 Apr 2024, 11.34 AM",,147,185,140,159,162,185,NaN,27.4,97,42,0,0,,On,"183,13","184,02"
"14 Apr 2024, 11.35 AM",,168,176,171,159,150,178,NaN,27.4,99,42,0,0,,On,"190,49","190,85"
"14 Apr 2024, 11.36 AM",,186,160,167,159,160,139,NaN,27.4,98,42,0,0,,On,"184,93","188,84"
"14 Apr 2024, 11.37 AM",,155,181,147,159,183,181,NaN,27.4,95,42,1,0,,On,"191,02","188,07"
"14 Apr 2024, 11.38 AM",,169,184,181,159,189,157,NaN,27.4,95,42,1,0,,On,"184,41","183,77"
"14 Apr 2024, 11.39 AM",,184,183,139,161,158,138,NaN,27.4,95,42,1,0,,On,"191,97","187,3"
"14 Apr 2024, 11.40 AM",,146,146,146,159,146,146,NaN,27.4,95,42,1,0,,On,"191,67","185,93"
"14 Apr 2024, 11.41 AM",,146,146,146,159,146,146,NaN,27.4,95,42,1,0,,Off,"184,69","190,19"
"14 Apr 2024, 11.42 AM",,146,146,146,159,146,146,NaN,27.4,95,42,1,1,,Off,"188,73","192,31"
"14 Apr 2024, 11.43 AM",,146,146,146,159,146,146,NaN,28.1,95,42,1,1,,Off,"192,6","183,38"
"14 Apr 2024, 11.44 AM",,146,146,146,159,146,146,NaN,28.1,95,42,1,1,,Off,"183,47","190,05"
